Substrate,ECNumber,Organism_ID_sabio,kcat,original_index
L-Tryptophan,1.4.3.2,8649,12.47,4323
L-Tryptophan,1.4.3.2,8657,18.04,4324
L-Tryptophan,1.4.3.2,8665,32.1,4325
L-Tryptophan,1.4.3.2,8717,0.88,4326
L-Tryptophan,1.13.11.52,9258,6.643333,4327
L-Tryptophan,1.13.11.11,9606,1.4,4328
L-Tryptophan,1.13.11.52,9606,10.3,4329
L-Tryptophan,1.14.16.4,9606,6.733333,4330
L-Tryptophan,2.6.1.7,9606,4.233333,4331
L-Tryptophan,1.13.11.52,10090,16.75,4332
L-Tryptophan,1.14.16.1,10116,0.7833333,4333
L-Tryptophan,2.6.1.27,10116,300,4334
L-Tryptophan,1.13.11.52,13616,18.975,4335
L-Tryptophan,1.13.11.52,28377,0.1583333,4336
L-Tryptophan,1.13.12.3,29438,13.2,4337
L-Tryptophan,1.13.11.52,36095,0.5366667,4338
L-Tryptophan,1.13.11.52,45351,1,4339
L-Tryptophan,1.13.11.11,81824,8.513333,4340
L-Tryptophan,1.13.11.52,81824,2.355,4341
L-Tryptophan,6.1.1.2,83333,111,4342
L-Tryptophan,1.13.11.11,190485,35.4,4343
L-Tryptophan,6.1.1.2,224308,0.9,4344
L-Tryptophan,2.6.1.9,243274,0.01416667,4345
L-Tryptophan,1.13.11.11,266264,22.6,4346
L-Tryptophan,2.5.1.34,330879,0.37,4347
L-Tryptophan,1.13.11.52,510516,31.88667,4348
L-Tryptophan,1.13.11.52,559292,8.246667,4349
L-Tyrosine,4.3.1.23,52,0.0005,4350
L-Tyrosine,5.4.3.6,52,0.0072,4351
L-Tyrosine,6.1.1.1,920,7.7,4352
L-Tyrosine,4.1.1.25,1352,7.26,4353
L-Tyrosine,1.4.1.20,1421,68,4354
L-Tyrosine,6.1.1.1,1422,8,4355
L-Tyrosine,1.4.1.20,1455,58,4356
L-Tyrosine,4.3.1.23,1908,0.0012,4357
L-Tyrosine,5.4.3.6,1908,0.01,4358
L-Tyrosine,4.3.1.23,3702,0.084,4359
L-Tyrosine,4.3.1.24,4043,0.3,4360
L-Tyrosine,1.14.14.36,4558,3.8,4361
L-Tyrosine,4.3.1.25,4577,0.94,4362
L-Tyrosine,1.14.18.1,5341,7.9,4363
L-Tyrosine,2.6.1.12,5693,47.4,4364
L-Tyrosine,1.4.3.2,8613,100.59,4365
L-Tyrosine,1.4.3.2,8649,3.27,4366
L-Tyrosine,1.4.3.2,8665,4.8,4367
L-Tyrosine,2.6.1.7,9606,2.191667,4368
L-Tyrosine,1.14.16.2,10116,2.75,4369
L-Tyrosine,2.6.1.5,10116,576,4370
L-Tyrosine,6.1.1.1,83333,0.74,4371
L-Tyrosine,4.1.1.25,226185,116.05,4372
L-Tyrosine,6.1.1.1,243232,0.15,4373
L-Tyrosine,2.6.1.9,243274,0.04333333,4374
L-Tyrosine,4.3.1.23,266264,0.011,4375
L-Tyrosine,5.4.3.6,266264,0.0009,4376
L-Tyrosine,4.3.1.23,272943,4.32,4377
L-Tyrosine,4.1.1.25,1158653,63.63,4378
L-Tyrosinol,1.11.1.7,3704,642,4379
L-Valine,6.1.1.9,274,6.7,4380
L-Valine,1.4.1.20,1421,0.91,4381
L-Valine,1.14.14.38,3983,0.07166667,4382
L-Valine,1.4.3.2,8649,1.25,4383
L-Valine,1.4.3.2,8665,5.8,4384
L-Valine,2.6.1.42,9606,186,4385
L-Valine,6.1.1.9,83333,1.7,4386
L-Valine,1.4.1.8,1081613,46,4387
L-Xylo-3-hexulose,1.1.1.12,51453,0.6772,4388
L-Xylose,1.1.1.21,9606,0.28,4389
L-Xylose,1.1.1.107,69367,214,4390
L-Xylulose,1.1.1.10,6239,4.98,4391
L-Xylulose,1.1.1.10,9606,0.65,4392
L-Xylulose,1.1.1.10,10036,36,4393
L-Xylulose,1.1.1.10,10090,37,4394
L-Xylulose,1.1.1.10,10116,39,4395
L-Xylulose,1.1.1.10,10141,37,4396
L-Xylulose,1.1.1.10,431241,11.4,4397
L-allo-Threonine,2.1.2.1,1422,0.9,4398
L-allo-Threonine,2.1.2.1,9940,3.7,4399
L-allo-Threonine,2.1.2.1,9986,1.333333,4400
L-allo-Threonine,2.1.2.1,10116,0.2033333,4401
L-allo-Threonine,4.1.2.49,83333,0.5,4402
L-allo-Threonine,2.1.2.1,126793,0.044,4403
L-alpha-Aminobutyrate,1.4.3.2,8649,9.35,4404
L-alpha-Aminobutyrate,1.4.3.2,8665,56,4405
L-alpha-Aminobutyrate,1.4.3.2,8717,1.46,4406
L-alpha-Aminobutyrate,2.6.1.30,266835,9,4407
L-alpha-Methyldopa,1.14.18.1,5341,44.3,4408
L-alpha-Methyltyrosine,1.14.18.1,5341,0.6,4409
L-ddCDP,2.7.2.3,9606,0.5,4410
L-erythro-3-Methylmalyl-CoA,4.1.3.24,272943,2.8,4411
L-threo-3-Methylaspartate,5.4.99.1,1494,5.8,4412
L-threo-3-Phenylserine,2.1.2.1,83333,3.368333,4413
"LL-2,6-Diaminoheptanedioate",2.6.1.83,3702,17.6,4414
"LL-2,6-Diaminoheptanedioate",5.1.1.7,83333,120,4415
"LL-2,6-Diaminoheptanedioate",5.1.1.7,243274,56.2,4416
Lactaldehyde,1.2.1.22,243232,2,4417
Lactitol,3.2.1.23,51453,0.13,4418
Lacto-N-biose,2.4.1.211,195103,1.5,4419
Lacto-N-biose,2.4.1.211,565042,28,4420
Lacto-N-tetraose,3.2.1.140,398514,42.1,4421
Lacto-N-tetraose,3.2.1.140,565042,113,4422
Lactobionic acid,3.2.1.23,51453,0.1,4423
Lactosamine,2.4.99.1,9606,0.7733333,4424
Lactose,3.2.1.23,51453,0.69,4425
Lactose,3.2.1.23,241182,5.2,4426
Lactose,3.2.1.140,398514,90,4427
Lactose,3.2.1.23,425011,214.9,4428
Lactose,3.2.1.23,510516,85.5,4429
Lactulose,3.2.1.23,51453,1.52,4430
Laminaribiose,3.2.1.74,4513,14.14,4431
Laminaribiose,3.2.1.21,39947,31.9,4432
Laminaribiose,3.2.1.25,112509,11.3,4433
Laminaribiose,3.2.1.58,237561,80,4434
Laminariheptaose,3.2.1.58,237561,122,4435
Laminarihexaose,3.2.1.58,237561,106,4436
Laminarin,3.2.1.39,4513,155,4437
Laminarin,3.2.1.58,237561,75,4438
Laminaripentaose,3.2.1.58,237561,95,4439
Laminaritetraose,3.2.1.74,4513,0.01,4440
Laminaritetraose,3.2.1.58,237561,122,4441
Laminaritriose,3.2.1.74,4513,1.44,4442
Laminaritriose,3.2.1.21,39947,21.2,4443
Laminaritriose,3.2.1.25,112509,2.3,4444
Laminaritriose,3.2.1.58,237561,183,4445
Lauroyl-CoA,1.3.8.8,9606,11.9,4446
Lauroyl-CoA,3.1.2.20,9606,0.019,4447
Lauroyl-CoA,1.3.8.8,10116,11.7,4448
Lauroyl-CoA,3.1.2.2,83333,10.13,4449
Leu-Cys,3.4.11.1,3702,39.25,4450
Leu-Gly-Gly,3.4.11.1,4081,232.6333,4451
Leu-Leu,3.4.11.1,4081,574.7833,4452
Leu-Pro,3.4.13.9,1358,247.9,4453
Leu-enkephalin,3.4.15.1,7227,62.4,4454
Leu-enkephalin-Arg,3.4.17.12,9606,1.766667,4455
Leu-enkephalinamide,3.4.15.1,7227,40.3,4456
Leucine,2.6.1.7,7159,12.63333,4457
Leucrose,3.2.1.20,55212,0.3666667,4458
Leukotriene A4,3.3.2.6,9606,2.083333,4459
Leukotriene A4,3.3.2.6,10090,1.18,4460
Leukotriene B4,1.14.14.94,9606,0.013,4461
Linoleate,1.13.11.12,3847,513,4462
Linoleate,1.13.11.33,9606,13.4,4463
Linoleate,1.13.11.60,29850,15,4464
Linoleate,1.13.11.45,36779,23.33333,4465
Linoleate,1.14.14.1,224308,87.16667,4466
Linoleate,1.14.14.1,226900,112.1667,4467
Linoleate,1.14.14.1,279010,29.33333,4468
Linoleate,1.14.14.1,1348623,68.35,4469
Linoleoyl-CoA,3.1.2.2,9606,12.2,4470
Linoleoyl-CoA,3.1.2.20,9606,0.017,4471
Linoleoylethanolamide,3.5.1.99,3702,0.26,4472
Lipoamide,1.6.2.6,3847,392,4473
Lipoamide,1.8.1.4,9606,719.2,4474
Lividomycin A,2.7.1.95,1351,3.97,4475
Loganate,2.1.1.50,4058,0.31,4476
Loracarbef,3.5.2.6,480,95,4477
Luteolin 4-O-beta-D-glucoside,3.2.1.21,9606,1.17,4478
Luteolin 7-O-beta-D-glucoside,3.2.1.21,9606,3.05,4479
Lys-Gly-Gly,3.4.11.15,186497,1460,4480
Lys-Pro,3.4.13.9,1358,16.3614,4481
Magnesium protoporphyrin,2.1.1.11,1111708,0.057,4482
Maleate,5.2.1.1,511,36.66667,4483
Maleate,4.2.1.31,243232,36,4484
Maleate,4.2.1.36,243232,6,4485
Malondialdehyde,1.2.1.36,9606,0.13,4486
Malondialdehyde,1.1.1.21,9913,0.13,4487
Malonyl-CoA,2.3.1.226,555,1.7,4488
Malonyl-CoA,2.3.1.39,1423,17,4489
Malonyl-CoA,2.3.1.206,3483,0.05766667,4490
Malonyl-CoA,2.3.1.74,3486,0.0042,4491
Malonyl-CoA,2.3.1.74,3879,0.08566667,4492
Malonyl-CoA,2.3.1.85,9606,2.666667,4493
Malonyl-CoA,3.1.2.20,9606,0.066,4494
Malonyl-CoA,4.1.1.9,9606,141.2,4495
Malonyl-CoA,2.3.1.177,36599,0.017,4496
Malonyl-CoA,2.3.1.208,36599,0.037,4497
Malonyl-CoA,2.3.1.74,36599,0.001666667,4498
Malonyl-CoA,2.3.1.159,37565,0.027,4499
Malonyl-CoA,2.3.1.172,180675,8.7,4500
Malonyl-CoA,2.3.1.214,180675,0.76,4501
Maltitol,3.2.1.20,55212,0.2,4502
Maltoheptaose,3.2.1.2,1396,1080,4503
Maltoheptaose,3.2.1.20,4113,35.2,4504
Maltoheptaose,3.2.1.3,72582,60.52,4505
Maltoheptaose,2.4.1.1,83333,28,4506
Maltoheptaose,2.4.1.25,178306,8.7,4507
Maltoheptaose,3.2.1.20,204998,57.1,4508
Maltoheptaose,3.2.1.3,226186,381,4509
Maltohexaose,3.2.1.2,1396,1200,4510
Maltohexaose,3.2.1.20,4113,57.3,4511
Maltohexaose,3.2.1.20,7460,4.67,4512
Maltohexaose,3.2.1.3,72582,53.98,4513
Maltohexaose,2.4.1.25,178306,8.9,4514
Maltohexaose,3.2.1.20,204998,52.7,4515
Maltohexaose,3.2.1.3,226186,346,4516
Maltopentaose,3.2.1.2,1396,930,4517
Maltopentaose,3.2.1.20,4113,64.3,4518
Maltopentaose,3.2.1.20,7460,8.12,4519
Maltopentaose,3.2.1.3,72582,59.24,4520
Maltopentaose,3.2.1.20,162425,44,4521
Maltopentaose,2.4.1.25,178306,24.8,4522
Maltopentaose,3.2.1.20,204998,47.3,4523
Maltopentaose,3.2.1.3,226186,434,4524
Maltose,3.2.1.20,4113,35.9,4525
Maltose,3.2.1.20,7460,37,4526
Maltose,2.4.1.19,33950,1200,4527
Maltose,3.2.1.20,55212,0.85,4528
Maltose,3.2.1.3,72582,6.92,4529
Maltose,3.2.1.20,162425,21,4530
Maltose,3.2.1.20,204998,58.6,4531
Maltose,3.2.1.3,226186,182,4532
Maltose,3.2.1.20,262724,22,4533
Maltose,3.2.1.177,273057,1.51,4534
Maltose,1.1.3.10,2822231,101.3,4535
Maltose 6'-phosphate,3.2.1.122,224308,1.3,4536
Maltotetraose,3.2.1.20,4113,74.6,4537
Maltotetraose,3.2.1.20,7460,5.7,4538
Maltotetraose,2.4.1.19,33950,1132,4539
Maltotetraose,3.2.1.3,72582,59.47,4540
Maltotetraose,2.4.1.1,83333,73,4541
Maltotetraose,3.2.1.20,162425,49,4542
Maltotetraose,2.4.1.25,178306,51.2,4543
Maltotetraose,3.2.1.20,204998,56.9,4544
Maltotetraose,3.2.1.3,226186,321,4545
Maltotriose,3.2.1.20,4113,100.4,4546
Maltotriose,3.2.1.20,7460,135,4547
Maltotriose,3.2.1.1,9606,2.98,4548
Maltotriose,2.4.1.19,33950,1115,4549
Maltotriose,3.2.1.3,72582,45.55,4550
Maltotriose,3.2.1.20,162425,30,4551
Maltotriose,2.4.1.25,178306,115,4552
Maltotriose,3.2.1.20,204998,56.8,4553
Maltotriose,3.2.1.3,226186,270,4554
Maltotriose,3.2.1.177,273057,0.92,4555
Maltulose,3.2.1.20,55212,0.45,4556
Mandelate,1.1.99.31,303,350,4557
Mandelonitrile,4.1.2.47,3981,2111,4558
Mandelonitrile,2.4.1.85,4558,10.6,4559
Mandelonitrile,4.1.2.10,32224,56,4560
Mandelonitrile,4.1.2.47,316758,25.9,4561
Mecillinam,3.5.2.6,480,31,4562
Mecillinam,3.5.2.6,817,14,4563
Melatonin,1.14.14.1,9606,0.1766667,4564
Melibiose,3.2.1.22,226186,0.015,4565
Melibiose,1.1.3.10,230624,4.6,4566
Menadiol,1.3.5.3,83333,0.2811667,4567
Menadione,1.6.5.12,3702,0.44,4568
Menadione,1.5.99.12,4577,85.4,4569
Menadione,1.6.5.2,5664,140,4570
Menadione,1.1.1.184,9606,179,4571
Menadione,1.1.1.213,9606,0.025,4572
Menadione,1.1.1.50,9606,0.05166667,4573
Menadione,1.10.5.1,9606,38.33333,4574
Menadione,1.6.5.2,9606,550,4575
Menadione,1.3.5.2,9913,18.3,4576
Menadione,1.8.1.9,10116,1.5,4577
Menadione,1.3.5.2,83333,19.7,4578
Menadione,1.3.5.3,83333,0.292,4579
Menadione,1.5.1.20,83333,55,4580
Menadione,1.11.1.1,226185,1.8,4581
Menadione,1.3.5.2,226185,55,4582
Menadione,1.6.5.12,1111708,3.2,4583
Menaquinol,1.3.5.1,83333,250,4584
Meropenem,3.5.2.6,287,20,4585
Meropenem,3.5.2.6,303,40,4586
Meropenem,3.5.2.6,464,45,4587
Meropenem,3.5.2.6,550,12,4588
Meropenem,3.5.2.6,562,0.007,4589
Meropenem,3.5.2.6,573,263.9,4590
Meropenem,3.5.2.6,644,440,4591
Meropenem,3.5.2.6,1396,580,4592
Meropenem,3.5.2.6,38313,0.05,4593
Meropenem,3.5.2.6,40324,157,4594
Meropenem,3.5.2.6,83331,0.001333333,4595
Meropenem,3.5.2.6,83332,0.001333333,4596
Meso-Cystine,4.4.1.3,1147,29,4597
Mesoporphyrinogen IX,1.3.3.4,224308,0.04483333,4598
Met-Gly,3.4.11.1,9913,468.3333,4599
Met-Gly-Met-Met,3.4.11.18,83332,39.4,4600
Met-Gly-Met-Met,3.4.11.18,83333,39,4601
Met-enkephalin-Arg,3.4.17.12,9606,15.56667,4602
Methacrylonitrile,4.2.1.84,1833,916.6667,4603
Methane,1.14.13.25,426,1.05,4604
Methanol,1.1.2.7,17,18.65,4605
Methanol,1.1.1.1,9544,0.0071,4606
Methanol,1.1.1.1,9606,0.3666667,4607
Methanol,1.1.1.1,9796,0.16,4608
Methanol,1.1.1.1,10116,0.2,4609
Methanol,2.3.1.286,36329,0.00027,4610
Methanol,2.3.1.232,103355,0.022,4611
Methanol,1.1.1.1,273057,3.1,4612
Methanol,1.1.2.8,1156937,0.2,4613
Methicillin,3.5.2.6,480,190,4614
Methicillin,3.5.2.6,545,0.001,4615
Methicillin,3.5.2.6,817,1100,4616
Methimazole,1.14.13.8,9606,2.063333,4617
Methimazole,1.14.13.8,9823,0.5883333,4618
Methionine,2.6.1.7,7159,2.716667,4619
Methoxyhydroquinone,1.11.1.16,5323,19,4620
Methyl (S)-mandelate,1.1.99.31,303,151,4621
Methyl 2-phenylacetate,3.5.1.11,562,190,4622
Methyl 4-tolyl sulfide,1.14.13.84,294,7.3,4623
Methyl 4-tolyl sulfide,1.14.13.8,9606,0.2333333,4624
Methyl alpha-D-galactopyranoside,1.1.3.9,5518,995,4625
Methyl ferulate,3.1.1.73,441959,9.65,4626
Methyl indole-3-acetate,3.1.1.1,3702,0.18,4627
Methyl methanethiolsulfonate,1.8.1.9,132416,106,4628
Methyl p-coumarate,3.1.1.73,441959,9.55,4629
Methyl red,1.7.1.6,1422,4.13,4630
Methyl red,1.7.1.6,1423,3.79,4631
Methyl red,1.10.5.1,9606,3.833333,4632
Methyl red,1.6.5.2,9606,0.3333333,4633
Methyl red,1.7.1.6,104667,3.3,4634
Methyl sinapate,3.1.1.73,441959,9.26,4635
Methyl syringate,1.10.3.2,5325,46,4636
Methyl syringate,1.10.3.2,224308,1,4637
"Methyl-1,4-benzoquinone",1.8.1.9,10116,2.8,4638
"Methyl-1,4-benzoquinone",1.6.5.2,83333,34.2,4639
"Methyl-1,4-benzoquinone",1.11.1.1,226185,2,4640
"Methyl-1,4-benzoquinone",1.1.3.10,230624,180,4641
"Methyl-2,2-dimethyl-3-hydroxypropionate",1.1.1.387,208964,11.6,4642
Methylamine,1.4.9.1,266,71.5,4643
Methylamine,6.3.2.1,83331,0.015,4644
Methylamine,6.3.2.1,83332,0.015,4645
Methylcrotyl alcohol,1.1.1.1,9606,6.333333,4646
Methylglutaryl-CoA,1.3.8.7,9606,8,4647
Methylglyoxal,1.1.1.10,9606,0.57,4648
Methylglyoxal,1.1.1.2,9606,7.3,4649
Methylglyoxal,1.1.1.21,9606,42.23333,4650
Methylglyoxal,4.4.1.5,9606,1133.333,4651
Methylglyoxal,1.1.1.10,10036,8.7,4652
Methylglyoxal,1.1.1.10,10090,11,4653
Methylglyoxal,1.1.1.n11,10090,0.7833333,4654
Methylglyoxal,1.1.1.10,10116,5.6,4655
Methylglyoxal,4.4.1.5,10116,1183.333,4656
Methylglyoxal,1.1.1.156,51453,120,4657
Methylglyoxal,1.1.1.72,51453,15,4658
Methylglyoxal,1.1.1.6,83333,6.1,4659
Methylglyoxal,4.4.1.5,284812,1146.667,4660
Methylglyoxal,4.4.1.5,559292,1816.667,4661
Methylglyoxal,1.1.1.21,2315449,10.8,4662
Methylphenyl sulfide,1.14.13.84,294,4.7,4663
Methylphosphonate,2.7.8.37,83333,27,4664
Methylsuccinate,2.8.3.18,435,0.46,4665
Mo-Molybdopterin,2.7.7.76,83333,0.006166667,4666
Mo-Molybdopterin,2.7.7.77,83333,0.004833333,4667
Molybdate,2.10.1.1,3702,2.5,4668
Molybdate,2.7.7.4,5076,24.4,4669
Mono(2-hydroxyethyl) terephthalate,3.1.1.102,2021,0.31,4670
Mono(2-hydroxyethyl) terephthalate,3.1.1.102,1547922,31,4671
Monoacetylphloroglucinol,3.7.1.4,561007,49.6,4672
Monochlorodimedone,1.11.1.10,38902,200,4673
Morin,1.10.3.2,100226,5.3,4674
Moxalactam,3.5.2.6,550,8.6,4675
Moxalactam,3.5.2.6,615,0.12,4676
Moxalactam,3.5.2.6,1396,1.2,4677
Moxalactam,3.5.2.6,40324,0.29,4678
Mycothiol,2.8.4.2,196627,0.6,4679
Myricetin,2.1.1.267,29760,0.128,4680
Myricetin,1.10.3.2,100226,8.1,4681
Myristoyl-CoA,2.3.1.97,5664,24,4682
Myristoyl-CoA,1.3.8.8,9606,5.6,4683
Myristoyl-CoA,3.1.2.2,9606,19.7,4684
Myristoyl-CoA,3.1.2.20,9606,0.07,4685
Myristoyl-CoA,1.3.8.8,10116,6,4686
Myristoyl-CoA,2.3.1.97,185431,76.8,4687
Myristoylethanolamide,3.5.1.99,3702,0.17,4688
N(omega)-(L-Arginino)succinate,4.3.2.1,8839,71,4689
N(omega)-methyl-L-Arginine,3.5.3.18,9913,0.27,4690
N(omega)-methyl-L-Arginine,3.5.3.6,208964,0.01,4691
"N,N'-Diacetylchitobiose",2.4.1.320,226186,22,4692
"N,N,N',N'-Tetramethyl-p-phenylenediamine",1.10.3.2,100226,315,4693
"N,N-Diethyl-4-nitrosoaniline",1.1.1.2,9823,58,4694
"N,N-Dimethyl-4-nitrosoaniline",1.1.1.2,9823,47,4695
"N,N-Dimethylglycine",1.5.3.10,1665,10.6,4696
N-(3-(2-Furyl)-acryloyl)-phenylalanyl-phenylalanine,3.4.16.5,9606,246.5667,4697
N-(3-Hydroxybutanoyl)-L-homoserine lactone,3.1.1.81,1409,29.3,4698
N-(3-Oxobutanoyl)-L-homoserine lactone,3.1.1.81,1409,28.63,4699
N-(3-Oxodecanoyl)-L-homoserine lactone,3.1.1.81,1409,20.22,4700
N-(3-Oxohexanoyl)-L-homoserine lactone,3.1.1.81,1409,22.68,4701
N-(5-Phospho-D-ribosyl)anthranilate,5.3.1.24,83333,40,4702
N-(5-Phospho-D-ribosyl)anthranilate,5.3.1.24,100226,12,4703
N-Acetyl-D-galactosamine 1-phosphate,2.7.7.23,83333,0.1,4704
N-Acetyl-D-glucosamine,2.7.1.59,9606,116.8,4705
N-Acetyl-D-glucosamine,2.7.1.59,94122,7.1,4706
N-Acetyl-D-glucosamine,2.4.1.320,226186,37,4707
N-Acetyl-D-glucosamine,2.7.1.59,237561,107.8,4708
N-Acetyl-D-glucosamine,2.7.1.2,272557,1,4709
N-Acetyl-D-glucosamine 1-phosphate,2.7.7.23,83333,350,4710
N-Acetyl-D-glucosamine 1-phosphate,2.7.7.23,559292,15.41967,4711
N-Acetyl-D-mannosamine,2.5.1.56,197,0.3316667,4712
N-Acetyl-D-mannosamine,2.7.1.60,83333,83,4713
N-Acetyl-D-mannosamine,2.7.1.2,272557,0.8,4714
N-Acetyl-D-neuraminate,4.1.3.3,83333,10.5,4715
N-Acetyl-Gly-Lys methyl ester,3.4.21.104,9606,133,4716
N-Acetyl-Gly-Lys methyl ester,3.4.21.41,9606,8.5,4717
N-Acetyl-Gly-Lys methyl ester,3.4.21.42,9606,167,4718
N-Acetyl-L-alanine,3.5.1.16,83333,120,4719
N-Acetyl-L-asparagine,3.5.1.16,83333,92,4720
N-Acetyl-L-cysteine,3.5.1.16,83333,100,4721
N-Acetyl-L-leucine,1.4.3.2,8665,1,4722
N-Acetyl-L-leucine,3.5.1.16,83333,420,4723
N-Acetyl-L-lysine,3.5.1.16,83333,370,4724
N-Acetyl-L-methionine,3.5.1.16,83333,1700,4725
N-Acetyl-L-phenylalanine ethyl ester,3.1.1.1,9823,0.445,4726
N-Acetyl-L-phenylalanine methyl ester,3.4.21.62,1390,76.6,4727
N-Acetyl-L-phenylalanine methyl ester,3.4.21.62,1402,353,4728
N-Acetyl-L-tryptophan methyl ester,3.4.21.62,1390,37.9,4729
N-Acetyl-L-tryptophan methyl ester,3.4.21.62,1402,444,4730
N-Acetyl-L-tryptophanamide,1.11.1.7,3704,4.3,4731
N-Acetyl-L-tryptophanamide,1.11.1.7,9913,19,4732
N-Acetyl-L-tryptophanethylester,1.11.1.7,3704,2.5,4733
N-Acetyl-L-tryptophanethylester,1.11.1.7,9913,14.5,4734
N-Acetyl-L-tyrosine methyl ester,3.4.21.62,1390,418,4735
N-Acetyl-L-tyrosine methyl ester,3.4.21.62,1402,862,4736
N-Acetyl-Ser-Asp-Lys-Pro,3.4.15.1,7227,1.2,4737
N-Acetyl-alpha-D-glucosamine 1-phosphate,2.7.7.23,83333,350,4738
N-Acetylglucosamine,2.4.1.38,9913,0.247,4739
N-Acetylglucosamine 6-phosphate,5.4.2.3,9606,1.791167,4740
N-Acetylmuramate 6-phosphate,3.1.3.105,160488,0.88,4741
N-Acetylsphingosine 1-phosphate,3.1.3.76,9606,0.136,4742
N-Benzoyl-L-tyrosine ethyl ester,3.4.16.5,9606,519.3,4743
N-Bromoacetyltryptamine,2.3.1.87,9940,2.7,4744
N-Butanoylmannosamine,2.5.1.56,197,0.05833333,4745
N-Butyryl-L-homoserine lactone,3.1.1.81,1409,37.63,4746
N-Carbamoyl-L-aspartate,3.5.2.3,9606,3.19,4747
N-Carbamoyl-L-aspartate,3.5.2.3,10036,5.566667,4748
N-Carbamoyl-L-aspartate,3.5.2.3,83333,181.1,4749
N-Carbamoyl-beta-alanine,3.5.1.6,9606,0.5,4750
N-Chloroacetylglycine,3.5.1.16,83333,130,4751
N-Ethylmaleimide,1.6.99.1,224308,0.75,4752
N-Formimino-L-glutamate,3.5.3.13,208964,31,4753
N-Formyl-L-methionine,3.5.1.16,83333,1800,4754
N-Formyl-L-methionine,3.5.1.88,83333,4.7,4755
N-Formyl-Met-Leu-Phe,3.5.1.88,3702,0.7,4756
N-Heptyl-beta-D-glucoside,3.2.1.21,39947,4.25,4757
N-Heptylpantothenamide,2.7.1.33,93061,0.425,4758
N-Hexanoyl-L-homoserine lactone,3.1.1.81,1409,35.67,4759
N-Methyl-D-aspartic acid,1.4.3.1,6239,84.5,4760
N-Methyl-D-aspartic acid,1.4.3.1,9606,48.8,4761
N-Methyl-isopentenyladenine,1.5.99.12,4577,0.6,4762
N-Methylanthraniloyl-CoA,2.3.1.159,37565,0.01133333,4763
N-Octanoyl-L-homoserine lactone,3.1.1.81,1409,27.53,4764
N-Octyl-beta-D-glucoside,3.2.1.21,39947,12.4,4765
N-Pentylpantothenamide,2.7.1.33,93061,0.15,4766
N-Propanoylmannosamine,2.5.1.56,197,0.1966667,4767
"N-Succinyl-LL-2,6-diaminoheptanedioate",3.5.1.18,71421,370,4768
"N-Succinyl-LL-2,6-diaminoheptanedioate",3.5.1.18,83333,266.6667,4769
"N-Succinyl-LL-2,6-diaminoheptanedioate",3.5.1.18,99287,242,4770
"N-alpha-(benzyloxycarbonyl)-N-omega-(D,L-1,2-dithiolane-3-pentanoyl)-L-lysine",1.8.1.4,3888,300,4771
"N1,N11-Diethylnorspermine",1.5.3.13,10090,1.93,4772
"N1,N12-Diethylspermine",1.5.3.13,10090,0.415,4773
N1-Acetylspermidine,1.5.3.13,10090,13,4774
N1-Acetylspermine,1.5.3.13,10090,8,4775
N2-Acetyl-L-ornithine,3.5.1.16,83333,3800,4776
N2-Acetyl-L-ornithine,2.6.1.11,99287,1.55,4777
N2-Acetyl-L-ornithine,3.5.1.17,262724,28.1,4778
"N6-(1,2-Dicarboxyethyl)-AMP",4.3.2.2,224308,1.7,4779
N6-(delta2-Isopentenyl)-adenine,1.5.99.12,4577,278,4780
NAD+,1.1.1.376,192,19.83333,4781
NAD+,1.2.1.26,192,53.9,4782
NAD+,1.5.1.1,192,4.233333,4783
NAD+,1.1.1.42,274,68,4784
NAD+,1.1.1.50,285,318,4785
NAD+,1.2.1.96,303,0.001666667,4786
NAD+,1.20.1.1,316,3.2,4787
NAD+,1.5.1.5,659,136,4788
NAD+,1.1.1.42,930,45.1,4789
NAD+,1.1.1.41,940,37.6,4790
NAD+,1.17.1.4,1061,108,4791
NAD+,1.1.1.49,1245,1125,4792
NAD+,1.1.1.205,1314,24,4793
NAD+,1.1.1.22,1314,1.8,4794
NAD+,1.1.1.47,1404,430,4795
NAD+,1.4.1.20,1421,68,4796
NAD+,1.2.1.12,1422,76,4797
NAD+,1.2.1.72,1422,0.1,4798
NAD+,1.4.1.20,1455,58,4799
NAD+,3.6.1.22,1471,3.9,4800
NAD+,1.4.1.2,1512,20,4801
NAD+,1.1.1.291,1528,2.5,4802
NAD+,1.1.1.28,1587,100,4803
NAD+,1.1.1.42,1916,2.11,4804
NAD+,1.4.1.20,2024,45,4805
NAD+,1.1.1.47,2287,74.9,4806
NAD+,1.1.1.1,3702,5.4,4807
NAD+,1.1.1.22,3702,2.52,4808
NAD+,1.1.1.284,3702,22.51667,4809
NAD+,1.1.1.40,3702,67.5,4810
NAD+,1.1.1.95,3702,174.1,4811
NAD+,3.6.1.22,3702,0.19,4812
NAD+,1.8.1.4,3888,383,4813
NAD+,1.1.1.37,4565,78.81667,4814
NAD+,1.1.1.40,4577,13.5,4815
NAD+,1.1.1.205,5661,0.7,4816
NAD+,1.1.1.37,5693,50.1,4817
NAD+,1.1.1.205,5807,3.3,4818
NAD+,1.1.1.205,5811,0.98,4819
NAD+,1.1.1.27,5833,65,4820
NAD+,1.1.1.37,5833,250,4821
NAD+,1.1.1.27,5836,283.3333,4822
NAD+,1.1.1.27,5855,23.33333,4823
